contrast,site_sys,ratio,std.error,df,z.ratio,p.value,loo,SE,asymp.LCL,asymp.UCL
ccrye / no,East_S_grain,0.6549850659444733,0.26325595179682276,Inf,-1.0527862389723548,0.2924389732553728,6,0.26325595179682276,0.3381541752185736,1.268668163960976
ccrye / no,West_F_grain,0.6993054035046687,0.25845108448638265,Inf,-0.9677613380964425,0.3331635765329314,6,0.25845108448638265,0.3807634590024163,1.2843355521878588
ccrye / no,Central_B42_grain,1.7818092900587232,0.6696469742142336,Inf,1.536966936608561,0.12430140623134389,7,0.6696469742142336,0.960264583730909,3.30621830683828
ccrye / no,Central_B44_grain,0.8338968097761489,0.27776153128674536,Inf,-0.5453372069158614,0.5855216188331971,7,0.27776153128674536,0.4821366852226833,1.4422961593010981
ccrye / no,Central_B44_silage,0.38853450781630655,0.12543747293258928,Inf,-2.9282329858131138,0.003408944938558753,7,0.12543747293258928,0.228456261384807,0.6607788416435093
ccrye / no,East_S_grain,0.6531964868504456,0.2480891098049301,Inf,-1.1212969161367938,0.2621614978026814,7,0.2480891098049301,0.34972592371515604,1.220000067199119
ccrye / no,West_F_grain,0.6995875635527654,0.2415499440168463,Inf,-1.0347246030146857,0.3007975427702675,7,0.2415499440168463,0.39645577158636425,1.2344952303742118
ccrye / no,Central_B42_grain,3.1441973014899527,1.1511738451124345,Inf,3.12886047633419,0.001754856134939993,8,1.1511738451124345,1.7217378913765435,5.741859269178761
ccrye / no,Central_B44_grain,0.8333752270825059,0.2783471340238323,Inf,-0.5457227879342399,0.5852565052130717,8,0.2783471340238323,0.4811135248346847,1.4435559036787835
ccrye / no,Central_B44_silage,0.3886630848136936,0.12585332346640407,Inf,-2.9185014012396007,0.0035171829450285938,8,0.12585332346640407,0.22817010219327588,0.6620455179922694
ccrye / no,East_S_grain,0.6546225338834762,0.24903329659415474,Inf,-1.1137517594540394,0.2653856975313947,8,0.24903329659415474,0.3501350948357367,1.2239009119296227
ccrye / no,West_F_grain,0.6996805114792802,0.24237749327942282,Inf,-1.030945239289303,0.3025665002326469,8,0.24237749327942282,0.395767663053604,1.2369702324002165
ccrye / no,Central_B42_grain,2.2330861271539653,0.8627696230517891,Inf,2.0793811327794924,0.03758233324997958,9,0.8627696230517891,1.1827981802680732,4.215997060595155
ccrye / no,Central_B44_grain,0.837410907332851,0.290287456773582,Inf,-0.51187374135533,0.6087393768236464,9,0.290287456773582,0.47348886711449795,1.481042272426761
ccrye / no,Central_B44_silage,0.38844572132384375,0.13079001461500503,Inf,-2.8084329445799643,0.004978324884572551,9,0.13079001461500503,0.22325838763601696,0.675854018352944
