level1,level2,site_sys,estimate,std.error,df,z.ratio,p.value,model
ccrye,no,Boyd_grain,0.3178860423606289,0.2608271252258508,Inf,1.218761438578793,0.22293475137494498,pois
ccrye,no,Boyd_silage,-0.9455349524944394,0.3549022600995716,Inf,-2.6642122600998923,0.007716885313165643,pois
ccrye,no,Funcke_grain,-0.7115516791092771,0.42459429662402537,Inf,-1.675838994463343,0.09376973380135485,pois
ccrye,no,Stout_grain,-0.4250794316312094,0.41435468375894596,Inf,-1.025883013496965,0.3049467303422146,pois
