contrast,site_sys,ratio,std.error,df,z.ratio,p.value,model,SE,asymp.LCL,asymp.UCL
ccrye / no,Boyd_grain,1.3752852545509089,0.3694044595120283,Inf,1.1863690150924722,0.23547660249072846,pois_full,0.3694044595120283,0.8841311093702935,2.1392862566868396
ccrye / no,Boyd_silage,0.38833410378590727,0.14217875638431454,Inf,-2.5835156457950714,0.00977990311679734,pois_full,0.14217875638431454,0.2126492962983398,0.7091647082228371
ccrye / no,Funcke_grain,0.6991649454925382,0.27643360616655815,Inf,-0.9051329808761572,0.36539494155523183,pois_full,0.27643360616655815,0.36487313110464775,1.3397303866296038
ccrye / no,Stout_grain,0.6530505456460964,0.27867465671622943,Inf,-0.9985311505696517,0.31802186704081875,pois_full,0.27867465671622943,0.3236783189672647,1.3175890696954462
