speciesID,NMDS1,NMDS2
AMATU,-1.3757342939442043,-0.0613256546331073
CHEAL,0.23113670153018717,-0.45330344650954857
SOPT7,0.38258689279052766,-0.453757240456763
POROL,0.2843924662630895,-0.16385612697471738
