site_sys,yr_span,nabove1,nabove2,ccbio_mean,ccbio_med,ccbio_var,ccbio_max,ccbio_stab,ccbio_2019,trt_eff_abs,trt_eff_rel
Boyd_grain,10yr,4,2,1.0311622738486843,0.7383684210526316,0.7741125884617147,2.7573684210526315,0.8532475490505511,1.29146484375,142.33815703764162,0.37421964947694636
Boyd_silage,10yr,9,4,2.0413863760964914,1.7401842105263159,1.0246489495262239,4.231315789473684,0.49586372383999056,2.052942708333333,-875.9952487753601,-0.6115282985991272
Funcke_grain,10yr,2,1,0.4532442417448022,0.1373318385650224,0.4613752017518757,2.108744394618834,1.49863140300441,0,-4085.013248758196,-0.5091180850075954
Stout_grain,10yr,3,2,1.3162505231689088,0.4328531390134529,4.885123523648768,7.301473094170403,1.6791875979540338,0.3002914798206278,-187.62192661826265,-0.34628214280823344
Boyd_grain,5yr,3,2,1.7212214740953948,1.756916632401316,0.9120261032177583,2.7573684210526315,0.554838869938371,1.29146484375,142.33815703764162,0.37421964947694636
Boyd_silage,5yr,4,3,2.564156729714912,2.133116091008772,1.2706723910584452,4.231315789473684,0.43961472390147815,2.052942708333333,-875.9952487753601,-0.6115282985991272
Funcke_grain,5yr,0,0,0.24125168161434973,0.09225056053811657,0.07828373993922057,0.6277970852017937,1.159752810233611,0,-4085.013248758196,-0.5091180850075954
Stout_grain,5yr,1,1,1.732015246636771,0.35646860986547085,9.706447487545995,7.301473094170403,1.7987816310098492,0.3002914798206278,-187.62192661826265,-0.34628214280823344
