location,crop_sys,shan,shan_hill
boyd,grain,1.9356121792876242,6.928284109439796
boyd,silage,2.098314393062103,8.152416554541253
funcke,grain,1.472408003588289,4.359720734495329
stout,grain,1.4307838765941214,4.181976060576195
